index	sentence1	sentence2
507	Future legislators should focus on [low taxes, limited regulation and local control] to maintain a predictable and reliable business climate, avoiding legislation that distracts from critical priorities and is viewed by many as enabling discrimination against certain groups of Texans.	Future legislators should focus on [low taxes, limited regulation and local control] to maintain a predictable and reliable business climate, avoiding legislation that distracts from critical priorities and is viewed by many as enabling discrimination against certain groups or classes of Texans.
508	Lt. Gov. Dan Patrick first unveiled a “bathroom bill” in January 2017, and for the first several months of debate, Abbott remained largely silent even as some cautioned that it would be bad for business.	Abbott remained largely silent for the first several months of debate after Lt. Gov. Dan Patrick first unveiled a “bathroom bill” in January 2017, even as some cautioned that it would be bad for business.
509	Abbott remained largely silent for the first several months of debate after Lt. Gov. Dan Patrick first unveiled a “bathroom bill” in January 2017, even as some cautioned that it would be bad for business.	Lt. Gov. Dan Patrick first unveiled a “bathroom bill” in January 2017, and for the first several months of debate, Abbott remained largely silent even as some cautioned that it would be bad for business.
510	Lt. Gov. Dan Patrick first unveiled a “bathroom bill” in January 2017, and for the first several months of debate, Abbott remained largely silent even as some cautioned that it would be bad for business.	Abbott remained largely silent for the first several months of debate before Lt. Gov. Dan Patrick first unveiled a “bathroom bill” in January 2017, even as some cautioned that it would be bad for business.
511	Abbott remained largely silent for the first several months of debate before Lt. Gov. Dan Patrick first unveiled a “bathroom bill” in January 2017, even as some cautioned that it would be bad for business.	Lt. Gov. Dan Patrick first unveiled a “bathroom bill” in January 2017, and for the first several months of debate, Abbott remained largely silent even as some cautioned that it would be bad for business.
512	Lt. Gov. Dan Patrick first unveiled a “bathroom bill” in January 2017, and for the first several months of debate, Abbott remained largely silent even as some cautioned that it would be bad for business.	Lt. Gov. Dan Patrick first unveiled a “bathroom bill” in January 2017, and in the second month of debate, Abbott remained largely silent even as some cautioned that it would be bad for business.
513	Lt. Gov. Dan Patrick first unveiled a “bathroom bill” in January 2017, and in the second month of debate, Abbott remained largely silent even as some cautioned that it would be bad for business.	Lt. Gov. Dan Patrick first unveiled a “bathroom bill” in January 2017, and for the first several months of debate, Abbott remained largely silent even as some cautioned that it would be bad for business.
514	No bathroom bill made it to Abbott’s desk by the end of the legislative session in May.	A bathroom bill made it to Abbott’s desk by the end of the legislative session in May.
515	A bathroom bill made it to Abbott’s desk by the end of the legislative session in May.	No bathroom bill made it to Abbott’s desk by the end of the legislative session in May.
516	No bathroom bill made it to Abbott’s desk by the end of the legislative session in May.	No bills made it to Abbott’s desk by the end of the legislative session in May.
517	No bills made it to Abbott’s desk by the end of the legislative session in May.	No bathroom bill made it to Abbott’s desk by the end of the legislative session in May.
518	No bathroom bill made it to Abbott’s desk by the end of the legislative session in May.	A bill made it to Abbott’s desk by the end of the legislative session in May.
519	A bill made it to Abbott’s desk by the end of the legislative session in May.	No bathroom bill made it to Abbott’s desk by the end of the legislative session in May.
520	As with previous freebies, the games offered in this manner will be yours to keep permanently, though you'll presumably need to use the Twitch desktop app in order to grab them.	As with previous freebies, the games offered in this manner will be yours to keep permanently, though you'll presumably need to use the Twitch desktop app in order to download them.
